order_id,customer_id,order_date,product_category,quantity,price,currency,country
ORD-42-0000049,CUST-000017,2025-10-26,home,2,439.76,GBP,Ghana
ORD-42-0000050,CUST-000011,2025-05-22,toys,5,306.23,KES,Rwanda
ORD-42-0000051,CUST-000043,2025-03-24,home,2,469.53,EUR,Ghana
ORD-42-0000052,CUST-000008,2025-11-08,sports,9,78.57,GBP,United Kingdom
ORD-42-0000053,CUST-000014,2025-07-10,apparel,5,253.2,GBP,Rwanda
ORD-42-0000054,CUST-000006,2025-02-11,grocery,5,23.0,GBP,Kenya
ORD-42-0000055,CUST-000041,2025-08-20,apparel,8,276.29,RWF,United Kingdom
ORD-42-0000056,CUST-000001,2025-11-05,electronics,3,273.25,GBP,United Kingdom
ORD-42-0000057,CUST-000036,2025-10-18,grocery,3,21.87,GBP,Rwanda
ORD-42-0000058,CUST-000023,2025-09-16,sports,4,333.8,GBP,United Kingdom
ORD-42-0000059,CUST-000027,2025-02-18,sports,3,462.96,EUR,Kenya
ORD-42-0000060,CUST-000012,2025-06-04,electronics,3,368.55,GBP,Germany
ORD-42-0000061,CUST-000043,2025-08-27,home,3,393.9,USD,Germany
ORD-42-0000062,CUST-000003,2025-05-06,apparel,4,408.48,RWF,Ghana
ORD-42-0000063,CUST-000020,2025-09-07,apparel,1,330.36,RWF,Ghana
ORD-42-0000064,CUST-000018,2025-11-27,home,6,321.1,RWF,United States
ORD-42-0000065,CUST-000035,2025-07-16,electronics,2,438.64,GBP,Kenya
ORD-42-0000066,CUST-000038,2025-08-19,electronics,2,298.69,GBP,United States
ORD-42-0000067,CUST-000021,2025-05-23,toys,9,58.71,KES,Kenya
ORD-42-0000068,CUST-000017,2025-12-10,sports,7,1.84,KES,United States
ORD-42-0000069,CUST-000047,2025-01-23,apparel,6,216.22,GBP,United Kingdom
ORD-42-0000070,CUST-000021,2025-01-27,electronics,5,254.05,RWF,Ghana
ORD-42-0000071,CUST-000026,2025-01-10,home,9,64.52,RWF,United States
ORD-42-0000072,CUST-000025,2025-01-20,sports,3,308.14,GBP,Germany
ORD-42-0000073,CUST-000036,2026-01-01,home,5,105.88,KES,United Kingdom
ORD-42-0000074,CUST-000042,2025-07-21,grocery,8,221.64,EUR,United Kingdom
ORD-42-0000075,CUST-000031,2025-10-07,sports,2,142.61,KES,Ghana
ORD-42-0000076,CUST-000006,2025-09-03,sports,5,113.1,EUR,Kenya
ORD-42-0000077,CUST-000002,2025-12-09,apparel,8,306.03,USD,Germany
ORD-42-0000078,CUST-000027,2025-02-13,toys,4,359.45,RWF,Germany
ORD-42-0000079,CUST-000026,2025-08-30,apparel,1,446.44,USD,Germany
ORD-42-0000080,CUST-000015,2025-10-03,sports,9,232.81,KES,Kenya
ORD-42-0000081,CUST-000008,2025-05-13,apparel,8,334.12,KES,United Kingdom
ORD-42-0000082,CUST-000021,2025-05-20,toys,9,213.94,KES,Germany
ORD-42-0000083,CUST-000011,2025-05-03,grocery,5,376.14,GBP,United Kingdom
ORD-42-0000084,CUST-000032,2025-02-15,apparel,5,220.5,GBP,Kenya
ORD-42-0000085,CUST-000018,2025-07-14,home,9,41.21,EUR,Kenya
ORD-42-0000086,CUST-000025,2025-01-11,apparel,4,33.05,RWF,Ghana
ORD-42-0000087,CUST-000035,2025-05-08,grocery,1,104.21,RWF,Germany
ORD-42-0000088,CUST-000050,2025-03-08,sports,1,428.51,KES,Germany
ORD-42-0000089,CUST-000031,2025-12-29,home,5,376.98,RWF,United Kingdom
ORD-42-0000090,CUST-000048,2025-03-28,toys,4,244.63,GBP,Germany
ORD-42-0000091,CUST-000032,2025-12-18,grocery,6,334.77,RWF,United States
ORD-42-0000092,CUST-000011,2025-05-07,apparel,10,267.53,RWF,United Kingdom
ORD-42-0000093,CUST-000037,2025-01-27,electronics,2,321.73,EUR,Germany
ORD-42-0000094,CUST-000012,2025-12-07,home,7,164.35,RWF,Ghana
ORD-42-0000095,CUST-000022,2025-06-21,home,7,126.88,USD,Germany
ORD-42-0000096,CUST-000002,2025-03-31,electronics,6,112.89,USD,United States
ORD-42-0000097,CUST-000003,2025-12-17,apparel,4,419.78,KES,Kenya
ORD-42-0000098,CUST-000016,2025-10-29,grocery,2,282.42,EUR,Germany
ORD-42-0000099,CUST-000045,2025-08-23,home,3,303.34,USD,Kenya
ORD-42-0000100,CUST-000020,2025-11-07,toys,1,464.51,KES,United States
ORD-42-0000101,CUST-000025,2025-06-12,sports,4,38.92,EUR,Rwanda
ORD-42-0000102,CUST-000045,2025-07-31,sports,10,402.96,KES,Rwanda
ORD-42-0000103,CUST-000023,2025-04-04,grocery,6,35.41,GBP,Rwanda
ORD-42-0000104,CUST-000027,2025-04-26,electronics,7,480.43,RWF,United States
ORD-42-0000105,CUST-000010,2025-05-24,apparel,9,482.77,GBP,United Kingdom
ORD-42-0000106,CUST-000035,2025-04-29,grocery,7,413.04,KES,Ghana
ORD-42-0000107,CUST-000021,2025-08-29,electronics,5,440.93,EUR,Germany
ORD-42-0000108,CUST-000037,2025-02-23,sports,7,168.86,RWF,Ghana
ORD-42-0000109,CUST-000012,2025-04-27,apparel,6,399.12,GBP,Ghana
ORD-42-0000110,CUST-000039,2025-01-07,home,9,6.07,EUR,Rwanda
ORD-42-0000111,CUST-000016,2025-06-07,grocery,9,379.32,RWF,United States
ORD-42-0000112,CUST-000046,2025-04-25,grocery,1,47.43,EUR,Germany
ORD-42-0000113,CUST-000045,2025-08-30,home,10,185.14,KES,United Kingdom
ORD-42-0000114,CUST-000023,2025-05-29,sports,9,166.06,RWF,Ghana
ORD-42-0000115,CUST-000020,2025-08-26,apparel,2,360.92,GBP,Rwanda
ORD-42-0000116,CUST-000048,2025-04-02,sports,3,96.58,RWF,Ghana
ORD-42-0000117,CUST-000047,2025-03-06,toys,10,142.22,USD,Kenya
ORD-42-0000118,CUST-000019,2025-09-07,home,3,151.83,KES,Kenya
ORD-42-0000119,CUST-000018,2025-12-09,electronics,9,146.78,EUR,United States
ORD-42-0000120,CUST-000049,2025-04-25,electronics,1,287.46,RWF,Germany
ORD-42-0000121,CUST-000029,2025-07-11,apparel,1,126.99,RWF,Rwanda
ORD-42-0000122,CUST-000005,2025-06-10,grocery,2,288.93,USD,Kenya
ORD-42-0000123,CUST-000010,2025-03-19,home,2,496.97,USD,United Kingdom
ORD-42-0000124,CUST-000049,2025-06-02,toys,10,395.58,EUR,United Kingdom
ORD-42-0000125,CUST-000025,2025-05-16,grocery,5,430.22,RWF,Ghana
ORD-42-0000126,CUST-000037,2025-02-18,electronics,10,480.09,USD,Kenya
ORD-42-0000127,CUST-000041,2025-09-15,home,2,79.37,EUR,United Kingdom
ORD-42-0000128,CUST-000005,2025-10-13,electronics,7,225.8,KES,Germany
ORD-42-0000129,CUST-000019,2025-12-16,apparel,5,353.77,RWF,Rwanda
ORD-42-0000130,CUST-000044,2025-09-04,home,10,330.93,EUR,Germany
ORD-42-0000131,CUST-000008,2025-03-29,apparel,3,454.3,EUR,Rwanda
ORD-42-0000132,CUST-000004,2025-10-09,home,10,374.73,KES,Ghana
ORD-42-0000133,CUST-000029,2025-10-30,grocery,5,350.17,GBP,United Kingdom
ORD-42-0000134,CUST-000035,2025-04-24,grocery,2,299.42,RWF,United States
ORD-42-0000135,CUST-000021,2025-02-26,home,1,46.57,KES,United Kingdom
ORD-42-0000136,CUST-000002,2025-01-22,home,10,21.08,EUR,Germany
ORD-42-0000137,CUST-000034,2025-02-02,grocery,5,91.56,KES,Germany
ORD-42-0000138,CUST-000041,2025-04-25,electronics,8,174.63,GBP,Ghana
ORD-42-0000139,CUST-000043,2025-11-09,apparel,6,206.41,RWF,Ghana
ORD-42-0000140,CUST-000043,2025-06-10,toys,1,227.96,GBP,Ghana
ORD-42-0000141,CUST-000021,2025-11-03,grocery,9,412.64,USD,United States
ORD-42-0000142,CUST-000035,2025-05-10,grocery,1,94.6,GBP,United Kingdom
ORD-42-0000143,CUST-000049,2025-04-21,sports,8,380.24,EUR,Ghana
ORD-42-0000144,CUST-000036,2025-10-26,home,8,440.54,RWF,Rwanda
ORD-42-0000145,CUST-000002,2025-02-13,toys,4,355.18,GBP,United Kingdom
ORD-42-0000146,CUST-000001,2025-03-25,grocery,2,113.13,USD,Germany
ORD-42-0000147,CUST-000008,2025-02-04,apparel,8,466.39,GBP,United Kingdom
ORD-42-0000148,CUST-000046,2025-08-15,grocery,8,490.14,EUR,Germany
ORD-42-0000149,CUST-000036,2025-10-19,grocery,4,461.01,KES,United States
ORD-42-0000150,CUST-000009,2025-11-27,home,7,170.6,KES,Ghana
ORD-42-0000151,CUST-000001,2025-08-10,sports,5,418.9,KES,United States
ORD-42-0000152,CUST-000032,2025-10-17,grocery,9,242.69,GBP,United Kingdom
ORD-42-0000153,CUST-000049,2025-03-29,grocery,8,466.49,EUR,United States
ORD-42-0000154,CUST-000016,2025-03-15,grocery,4,428.15,RWF,Rwanda
ORD-42-0000155,CUST-000021,2025-05-04,sports,7,193.65,EUR,Germany
ORD-42-0000156,CUST-000003,2025-10-29,toys,10,166.67,USD,Germany
ORD-42-0000157,CUST-000007,2025-04-07,grocery,1,361.5,RWF,United States
ORD-42-0000158,CUST-000010,2025-11-24,grocery,5,169.94,RWF,United States
ORD-42-0000159,CUST-000006,2025-07-17,sports,9,190.62,GBP,United States
ORD-42-0000160,CUST-000046,2025-04-27,toys,1,309.11,EUR,United States
ORD-42-0000161,CUST-000044,2025-08-07,apparel,2,217.55,USD,United States
ORD-42-0000162,CUST-000046,2025-11-11,grocery,3,347.31,USD,Rwanda
ORD-42-0000163,CUST-000021,2025-12-04,home,6,188.05,EUR,Kenya
ORD-42-0000164,CUST-000034,2025-06-05,toys,3,85.82,USD,United Kingdom
ORD-42-0000165,CUST-000025,2025-02-18,sports,4,249.34,KES,Kenya
ORD-42-0000166,CUST-000015,2025-05-10,sports,5,230.33,USD,Germany
ORD-42-0000167,CUST-000019,2025-01-20,toys,3,37.86,GBP,United Kingdom
ORD-42-0000168,CUST-000020,2025-02-08,grocery,5,228.96,GBP,Kenya
ORD-42-0000169,CUST-000025,2025-04-29,electronics,4,191.3,GBP,United Kingdom
ORD-42-0000170,CUST-000019,2025-01-08,home,1,488.99,RWF,Ghana
ORD-42-0000171,CUST-000001,2025-03-18,sports,1,455.4,RWF,Ghana
ORD-42-0000172,CUST-000050,2025-09-06,toys,6,110.28,EUR,United Kingdom
ORD-42-0000173,CUST-000017,2025-01-19,sports,3,314.5,USD,Ghana
ORD-42-0000174,CUST-000029,2025-12-15,toys,6,366.45,USD,Ghana
ORD-42-0000175,CUST-000021,2025-06-03,apparel,4,66.95,KES,Ghana
ORD-42-0000176,CUST-000034,2025-04-20,home,3,129.23,RWF,Ghana
ORD-42-0000177,CUST-000048,2025-07-12,electronics,8,481.48,EUR,Kenya
ORD-42-0000178,CUST-000044,2025-01-21,grocery,9,183.52,RWF,Rwanda
ORD-42-0000179,CUST-000017,2025-04-02,electronics,8,184.92,GBP,United Kingdom
ORD-42-0000180,CUST-000025,2025-02-09,home,2,337.74,RWF,Rwanda
ORD-42-0000181,CUST-000040,2025-03-20,home,10,111.46,USD,United States
ORD-42-0000182,CUST-000030,2025-01-08,home,7,59.22,USD,Rwanda
ORD-42-0000183,CUST-000020,2025-04-24,electronics,2,118.17,KES,Kenya
ORD-42-0000184,CUST-000025,2025-05-14,home,9,210.14,EUR,Germany
ORD-42-0000185,CUST-000042,2025-11-12,grocery,10,204.65,GBP,Rwanda
ORD-42-0000186,CUST-000045,2025-06-26,apparel,8,222.9,EUR,Ghana
ORD-42-0000187,CUST-000007,2025-01-15,home,9,450.95,GBP,Rwanda
ORD-42-0000188,CUST-000026,2025-08-13,apparel,2,474.56,RWF,Rwanda
ORD-42-0000189,CUST-000043,2025-09-15,sports,10,485.58,USD,Ghana
ORD-42-0000190,CUST-000016,2025-10-29,toys,4,35.24,KES,Kenya
ORD-42-0000191,CUST-000038,2025-09-13,apparel,6,387.41,KES,Rwanda
ORD-42-0000192,CUST-000018,2025-10-19,apparel,9,126.08,EUR,Rwanda
ORD-42-0000193,CUST-000043,2025-12-19,apparel,1,179.76,EUR,United Kingdom
ORD-42-0000194,CUST-000021,2025-12-24,apparel,5,27.15,RWF,United Kingdom
ORD-42-0000195,CUST-000008,2025-11-30,grocery,8,389.23,KES,United Kingdom
ORD-42-0000196,CUST-000007,2025-05-15,toys,4,472.76,USD,United States
ORD-42-0000197,CUST-000043,2025-04-10,home,8,322.03,USD,Rwanda
ORD-42-0000198,CUST-000031,2025-06-10,grocery,2,245.64,RWF,Rwanda
ORD-42-0000199,CUST-000006,2025-07-21,toys,3,33.78,GBP,United Kingdom
ORD-42-0000200,CUST-000041,2025-03-08,toys,6,191.07,KES,United Kingdom
ORD-42-0000201,CUST-000019,2025-05-14,toys,10,215.67,USD,United States
ORD-42-0000202,CUST-000042,2025-03-25,sports,4,215.6,EUR,Germany
ORD-42-0000203,CUST-000022,2025-05-14,grocery,7,365.08,GBP,Germany
ORD-42-0000204,CUST-000021,2025-01-26,home,6,476.84,RWF,Rwanda
ORD-42-0000205,CUST-000006,2025-11-19,electronics,7,49.19,GBP,Kenya
ORD-42-0000206,CUST-000036,2025-12-02,toys,9,281.28,USD,Germany
ORD-42-0000207,CUST-000023,2025-01-26,grocery,1,484.23,KES,Ghana
ORD-42-0000208,CUST-000023,2025-11-09,toys,9,107.16,RWF,Kenya
ORD-42-0000209,CUST-000007,2025-07-06,toys,6,58.33,GBP,United Kingdom
ORD-42-0000210,CUST-000015,2025-05-27,toys,10,307.17,KES,Rwanda
ORD-42-0000211,CUST-000039,2025-01-30,sports,5,15.45,GBP,United States
ORD-42-0000212,CUST-000049,2025-07-27,home,6,4.05,EUR,United Kingdom
ORD-42-0000213,CUST-000043,2025-06-10,electronics,3,370.74,USD,Rwanda
ORD-42-0000214,CUST-000048,2025-04-05,apparel,7,210.5,GBP,Kenya
ORD-42-0000215,CUST-000024,2025-07-26,sports,6,388.64,KES,United Kingdom
ORD-42-0000216,CUST-000006,2025-12-06,apparel,3,377.46,USD,United States
ORD-42-0000217,CUST-000006,2025-08-15,grocery,7,243.35,RWF,Germany
ORD-42-0000218,CUST-000018,2025-09-13,toys,2,173.24,USD,Ghana
ORD-42-0000219,CUST-000044,2025-01-19,toys,8,263.94,GBP,Rwanda
ORD-42-0000220,CUST-000015,2025-06-13,toys,1,4.84,GBP,Kenya
ORD-42-0000221,CUST-000050,2025-10-23,home,5,164.73,USD,Germany
ORD-42-0000222,CUST-000048,2025-05-26,apparel,3,190.72,EUR,United Kingdom
ORD-42-0000223,CUST-000036,2025-01-24,home,2,199.14,USD,Germany
ORD-42-0000224,CUST-000002,2025-05-11,electronics,6,288.3,KES,Germany
ORD-42-0000225,CUST-000046,2025-02-08,grocery,5,58.47,USD,Ghana
ORD-42-0000226,CUST-000011,2025-02-19,grocery,6,44.98,USD,Kenya
ORD-42-0000227,CUST-000028,2025-03-06,grocery,9,40.24,GBP,United States
ORD-42-0000228,CUST-000022,2025-09-10,home,3,39.11,USD,United Kingdom
ORD-42-0000229,CUST-000033,2025-09-24,home,6,363.96,EUR,Kenya
ORD-42-0000230,CUST-000007,2025-10-19,home,4,87.58,EUR,United States
ORD-42-0000231,CUST-000005,2025-10-03,sports,8,232.51,KES,United Kingdom
ORD-42-0000232,CUST-000029,2025-01-18,toys,10,162.28,GBP,Kenya
ORD-42-0000233,CUST-000029,2025-11-28,grocery,8,316.06,GBP,United Kingdom
ORD-42-0000234,CUST-000004,2025-07-05,toys,2,155.89,RWF,Rwanda
ORD-42-0000235,CUST-000004,2025-06-27,home,2,322.69,USD,United Kingdom
ORD-42-0000236,CUST-000039,2025-04-17,grocery,8,290.58,USD,Germany
ORD-42-0000237,CUST-000037,2025-02-02,apparel,6,302.9,KES,Kenya
ORD-42-0000238,CUST-000004,2025-05-16,electronics,6,491.21,USD,United Kingdom
ORD-42-0000239,CUST-000042,2025-10-05,electronics,4,354.1,RWF,United Kingdom
ORD-42-0000240,CUST-000034,2025-02-23,apparel,6,187.05,GBP,Germany
ORD-42-0000241,CUST-000027,2025-07-12,sports,10,27.13,GBP,Rwanda
ORD-42-0000242,CUST-000022,2025-11-14,toys,7,142.79,KES,Kenya
ORD-42-0000243,CUST-000022,2025-11-21,toys,3,458.46,GBP,United States
ORD-42-0000244,CUST-000045,2025-01-27,grocery,3,297.93,USD,Ghana
ORD-42-0000245,CUST-000036,2025-06-23,sports,6,406.78,KES,Rwanda
ORD-42-0000246,CUST-000042,2025-01-23,grocery,9,181.55,GBP,Ghana
ORD-42-0000247,CUST-000012,2025-09-14,home,8,96.81,EUR,Kenya
ORD-42-0000248,CUST-000005,2025-08-03,electronics,9,385.67,KES,Rwanda
ORD-42-0000249,CUST-000043,2025-07-13,toys,3,299.03,EUR,Kenya
ORD-42-0000250,CUST-000012,2025-01-12,toys,3,360.87,USD,Germany
ORD-42-0000251,CUST-000024,2025-01-20,sports,4,484.82,KES,Ghana
ORD-42-0000252,CUST-000049,2025-05-17,apparel,9,120.35,RWF,Kenya
ORD-42-0000253,CUST-000024,2025-01-19,toys,8,231.38,GBP,Germany
ORD-42-0000254,CUST-000033,2025-04-06,grocery,3,408.63,KES,Kenya
ORD-42-0000255,CUST-000017,2025-12-06,sports,8,437.18,KES,Rwanda
ORD-42-0000256,CUST-000046,2025-04-12,electronics,5,42.85,EUR,Ghana
ORD-42-0000257,CUST-000029,2025-04-14,apparel,7,46.77,EUR,Germany
ORD-42-0000258,CUST-000023,2025-12-19,grocery,1,198.83,GBP,Kenya
ORD-42-0000259,CUST-000025,2025-11-21,home,4,15.07,USD,United States
ORD-42-0000260,CUST-000042,2025-07-14,apparel,3,20.11,RWF,United States
ORD-42-0000261,CUST-000009,2025-01-05,grocery,8,308.06,USD,Rwanda
ORD-42-0000262,CUST-000017,2025-09-13,apparel,9,470.17,KES,United Kingdom
ORD-42-0000263,CUST-000028,2025-11-06,home,4,151.27,USD,Kenya
ORD-42-0000264,CUST-000027,2025-02-08,toys,8,32.34,RWF,United Kingdom
ORD-42-0000265,CUST-000035,2025-12-24,sports,9,287.95,EUR,Ghana
ORD-42-0000266,CUST-000028,2026-01-01,toys,6,121.04,RWF,Kenya
ORD-42-0000267,CUST-000043,2025-01-24,electronics,9,487.35,USD,United Kingdom
ORD-42-0000268,CUST-000035,2025-04-17,toys,9,11.15,RWF,Rwanda
ORD-42-0000269,CUST-000041,2025-06-17,home,5,373.91,GBP,Rwanda
ORD-42-0000270,CUST-000023,2025-08-31,sports,2,385.98,GBP,Kenya
ORD-42-0000271,CUST-000003,2025-07-05,toys,6,406.94,EUR,United States
ORD-42-0000272,CUST-000030,2025-01-10,grocery,3,405.94,USD,United States
ORD-42-0000273,CUST-000050,2025-05-12,electronics,5,101.59,EUR,Rwanda
ORD-42-0000274,CUST-000021,2025-07-27,toys,7,494.57,KES,Germany
ORD-42-0000275,CUST-000017,2025-12-14,sports,4,143.77,USD,United States
ORD-42-0000276,CUST-000022,2025-08-15,electronics,6,219.04,RWF,United States
ORD-42-0000277,CUST-000029,2025-06-18,home,3,248.61,RWF,Ghana
ORD-42-0000278,CUST-000034,2025-08-18,electronics,7,40.38,KES,Kenya
ORD-42-0000279,CUST-000035,2025-08-04,home,2,40.95,GBP,Ghana
ORD-42-0000280,CUST-000029,2025-02-27,sports,7,84.16,RWF,Ghana
ORD-42-0000281,CUST-000029,2025-12-11,sports,6,307.81,RWF,Ghana
ORD-42-0000282,CUST-000041,2025-12-03,electronics,7,182.29,EUR,Rwanda
ORD-42-0000283,CUST-000010,2025-02-24,sports,8,18.36,USD,Kenya
ORD-42-0000284,CUST-000050,2025-02-05,home,6,192.04,KES,Rwanda
ORD-42-0000285,CUST-000039,2025-10-15,sports,8,474.46,GBP,Germany
ORD-42-0000286,CUST-000049,2025-11-23,toys,3,265.2,RWF,Ghana
ORD-42-0000287,CUST-000042,2025-08-12,apparel,2,13.93,EUR,Germany
ORD-42-0000288,CUST-000034,2025-06-17,toys,2,131.63,GBP,United States
ORD-42-0000289,CUST-000029,2025-09-14,toys,5,347.3,RWF,Kenya
ORD-42-0000290,CUST-000008,2025-10-24,electronics,8,87.16,RWF,Rwanda
ORD-42-0000291,CUST-000044,2025-07-22,sports,6,355.06,KES,United Kingdom
ORD-42-0000292,CUST-000019,2025-08-01,apparel,3,397.05,KES,Kenya
ORD-42-0000293,CUST-000008,2025-09-21,apparel,4,395.4,USD,Ghana
ORD-42-0000294,CUST-000036,2025-03-14,home,8,402.03,KES,Kenya
ORD-42-0000295,CUST-000040,2025-11-18,electronics,5,199.68,RWF,United Kingdom
ORD-42-0000296,CUST-000027,2025-06-06,toys,2,63.54,GBP,United States
ORD-42-0000297,CUST-000005,2025-05-16,grocery,9,172.91,KES,United States
ORD-42-0000298,CUST-000038,2025-09-30,apparel,7,251.93,USD,Rwanda
ORD-42-0000299,CUST-000034,2025-10-15,home,3,81.82,EUR,Ghana
ORD-42-0000300,CUST-000034,2025-08-09,electronics,5,98.95,KES,Ghana
ORD-42-0000301,CUST-000009,2025-02-15,home,10,267.21,KES,United States
ORD-42-0000302,CUST-000011,2025-03-04,toys,3,86.43,KES,United States
ORD-42-0000303,CUST-000039,2025-07-13,toys,1,412.79,USD,Rwanda
ORD-42-0000304,CUST-000003,2025-02-07,toys,5,325.91,KES,Germany
ORD-42-0000305,CUST-000040,2025-02-08,electronics,8,444.61,KES,Ghana
ORD-42-0000306,CUST-000042,2025-07-31,grocery,4,402.54,RWF,Ghana
ORD-42-0000307,CUST-000030,2025-11-25,sports,1,79.88,RWF,Germany
ORD-42-0000308,CUST-000030,2025-09-19,home,10,72.69,GBP,United States
ORD-42-0000309,CUST-000023,2025-06-11,apparel,6,257.98,USD,Ghana
ORD-42-0000310,CUST-000016,2025-05-08,electronics,5,225.35,EUR,Rwanda
ORD-42-0000311,CUST-000004,2025-08-06,grocery,10,209.65,EUR,Ghana
ORD-42-0000312,CUST-000037,2025-07-25,apparel,3,249.63,KES,Germany
ORD-42-0000313,CUST-000032,2025-07-28,grocery,1,45.93,RWF,United Kingdom
ORD-42-0000314,CUST-000030,2025-08-31,apparel,10,177.09,USD,Ghana
ORD-42-0000315,CUST-000032,2025-03-02,sports,8,143.59,USD,Rwanda
ORD-42-0000316,CUST-000028,2025-10-25,home,6,382.16,GBP,Rwanda
ORD-42-0000317,CUST-000026,2025-12-06,toys,9,98.13,KES,Ghana
ORD-42-0000318,CUST-000005,2025-06-18,toys,8,382.44,GBP,United Kingdom
ORD-42-0000319,CUST-000044,2025-02-23,electronics,3,487.57,RWF,Ghana
ORD-42-0000320,CUST-000022,2025-03-22,home,3,100.33,KES,Germany
ORD-42-0000321,CUST-000033,2025-12-12,electronics,1,69.38,GBP,Germany
ORD-42-0000322,CUST-000034,2025-05-13,apparel,10,446.67,EUR,Ghana
ORD-42-0000323,CUST-000040,2025-07-22,apparel,7,495.32,GBP,United Kingdom
ORD-42-0000324,CUST-000022,2025-04-17,toys,9,245.43,KES,Ghana
ORD-42-0000325,CUST-000031,2025-12-24,home,6,337.23,RWF,United Kingdom
ORD-42-0000326,CUST-000020,2025-01-14,sports,1,298.86,GBP,United States
ORD-42-0000327,CUST-000050,2025-03-11,toys,4,360.98,KES,Germany
ORD-42-0000328,CUST-000011,2025-04-08,sports,10,387.53,RWF,Kenya
ORD-42-0000329,CUST-000044,2025-08-30,electronics,10,474.15,USD,Kenya
ORD-42-0000330,CUST-000002,2025-05-21,home,7,76.56,EUR,Germany
